Source_Job_Title,NOC_Code,Target_Industry,Industry_NAICS,Employment_Count,Estimated_Median_Annual_Income,Income_Source_URL,Income_Data_Year,Income_Percentile,Income_Level,AI_Readiness_Score,Nodes Metric,AI_Readiness_Components,Job_Postings_Count,Pct_Postings_With_AI_Skills,Typical_Education_Level,Data_Source,Source_URLs,Last_Updated,Notes
Sheet metal workers,72102,Manufacturing,31,34500,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.48,13.62214086,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.25}",5600,8.5,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Metal fabrication
Diesel mechanics,72412,Transportation,48,34500,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.48,13.62214086,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",5600,5.5,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Heavy duty mechanics
Medical transcriptionists,12112,Healthcare,62,34500,45000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,45,Medium,0.48,13.62214086,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",5600,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Medical documentation
Phlebotomists,33106,Healthcare,62,12300,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.48,13.62214086,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",2300,5.5,Certificate,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Blood collection
Sterile processing technicians,32108,Healthcare,62,12300,45000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,45,Medium,0.48,13.62214086,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",2300,5.5,Certificate,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Sterilization
Doulas,31125,Healthcare,62,2300,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.48,13.62214086,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",300,5.5,Certificate,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Birth support
Dental assistants,33100,Healthcare,62,56700,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.49,14.36013898,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",6700,5.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Healthcare support
Building inspectors,22233,Construction,23,34500,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.49,14.36013898,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.08}",3400,5.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Construction inspection
Refrigeration mechanics,72401,Manufacturing,31,34500,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.49,14.36013898,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.25}",4500,8.5,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Refrigeration systems
Service advisors,64402,Retail,44,45600,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.49,14.36013898,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.12}",8900,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Customer service
Railway carmen,72407,Transportation,48,12300,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.49,14.36013898,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",1800,5.5,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Railway maintenance
Horticultural therapists,31214,Healthcare,62,450,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.49,14.36013898,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.18}",60,3.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Garden therapy
Tutors,41223,Education,61,34500,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.5,15.15426224,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.22}",8900,15.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Private tutoring
Home inspectors,22232,Real Estate,53,12300,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.5,15.15426224,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",2300,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Property inspection
Machinists,72100,Manufacturing,31,45600,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.5,15.15426224,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.25}",8900,12.5,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Machine tools
Homeopaths,31209,Healthcare,62,1200,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.5,15.15426224,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.18}",200,3.5,Certificate,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Homeopathic medicine
Medical secretaries,13112,Healthcare,62,89300,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.5,15.15426224,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",23400,12.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Medical administration
Lab assistants,33105,Healthcare,62,23400,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.5,15.15426224,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",3400,5.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Lab support
Animal-assisted therapists,31215,Healthcare,62,600,50000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,52,Medium,0.5,15.15426224,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",80,5.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Pet therapy
Police officers,42101,Government,91,78900,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.51,16.00969961,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.24}",12300,5.2,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Public safety role
Veterinary technicians,32103,Healthcare,62,34500,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.51,16.00969961,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",5600,8.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Animal care
Customs brokers,13204,Transportation,48,23400,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.51,16.00969961,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.02}",3400,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Trade services
Elevator technicians,72403,Construction,23,12300,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.51,16.00969961,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.08}",1800,12.5,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Elevator maintenance
Travel agents,64310,Hospitality,72,23400,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.51,16.00969961,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.02}",3400,8.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Travel services
Medical billers,12114,Healthcare,62,12300,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.51,16.00969961,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",2300,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Medical billing
Recreation therapists,31213,Healthcare,62,2300,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.51,16.00969961,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",300,5.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Recreational therapy
Administrative assistants,13110,Government,91,234500,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.52,16.93219796,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.24}",18700,18.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Moderate automation risk
Real estate agents,63102,Real Estate,53,45600,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.52,16.93219796,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",12300,12.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Commission-based
Probation officers,42201,Government,91,12300,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.52,16.93219796,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.24}",1200,8.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Corrections field
Pilots,72600,Transportation,48,8900,115000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,93,High,0.52,16.93219796,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.02}",1200,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Aviation
Tool and die makers,72101,Manufacturing,31,23400,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.52,16.93219796,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.25}",3400,15.5,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Precision manufacturing
Logistics coordinators,13203,Transportation,48,67800,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.52,16.93219796,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.02}",12300,12.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Supply chain
Naturopaths,31208,Healthcare,62,3400,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.52,16.93219796,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",450,5.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Natural medicine
Pharmacy technicians,32124,Healthcare,62,34500,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.52,16.93219796,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",5600,8.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Pharmacy technical
Music therapists,31212,Healthcare,62,800,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.52,16.93219796,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",100,5.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Music therapy
Opticians,32100,Healthcare,62,23400,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",3400,8.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Vision care
Appraisers,12200,Real Estate,53,8900,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",1200,12.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Valuation services
Legal secretaries,13111,Professional Services,54,56700,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.53,17.92813003,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.32}",8900,18.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Administrative legal
Quality control inspectors,22230,Manufacturing,31,67800,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.25}",12300,18.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Quality assurance
Millwrights,72400,Manufacturing,31,45600,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.25}",6700,12.5,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Industrial mechanics
Medical coders,12113,Healthcare,62,23400,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",3400,12.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Medical coding
EKG technicians,32122,Healthcare,62,8900,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",1200,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Cardiac testing
Sleep technicians,32105,Healthcare,62,2300,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",300,8.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Sleep studies
Lactation consultants,31124,Healthcare,62,3400,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",450,8.5,Certificate,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Breastfeeding support
Substance abuse counselors,41302,Healthcare,62,8900,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",1200,5.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Addiction services
Admissions counselors,41324,Education,61,5600,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.53,17.92813003,"{""automation_risk"": 0.48, ""digital_skill_share",,,,,,,
Social workers,41300,Healthcare,62,68900,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.54,19.00457142,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",5600,8.2,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Human-centric profession
Court reporters,12111,Government,91,5600,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.54,19.00457142,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.24}",800,15.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Legal support
Property managers,10121,Real Estate,53,56700,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.54,19.00457142,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",12300,12.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Property management
Sound engineers,52113,Arts and Entertainment,71,12300,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.54,19.00457142,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.15}",1800,18.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Audio production
Bookkeepers,13111,Professional Services,54,145600,45000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,45,Medium,0.54,19.00457142,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.32}",23400,22.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Accounting support
Water treatment operators,92103,Utilities,22,12300,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.54,19.00457142,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",2300,15.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Water treatment
Aircraft mechanics,72404,Transportation,48,23400,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.54,19.00457142,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.02}",3400,12.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Aircraft maintenance
Power line technicians,72201,Utilities,22,12300,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.54,19.00457142,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",1800,12.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Power distribution
Athletic therapists,31207,Healthcare,62,5600,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.54,19.00457142,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",800,5.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Sports therapy
Dialysis technicians,32104,Healthcare,62,5600,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.54,19.00457142,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",800,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Dialysis treatment
Surgical technologists,32106,Healthcare,62,8900,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.54,19.00457142,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",1200,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Surgical support
Art therapists,31211,Healthcare,62,1200,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.54,19.00457142,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",150,8.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Creative therapy
Rehabilitation counselors,41301,Healthcare,62,5600,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.54,19.00457142,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",800,8.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Rehab counseling
Marriage counselors,41304,Healthcare,62,3400,60000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,62,Medium,0.54,19.00457142,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",450,8.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Couples therapy
Family counselors,41305,Healthcare,62,5600,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.54,19.00457142,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",800,8.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Family therapy
Academic advisors,41323,Education,61,8900,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.54,19.00457142,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.22}",1200,8.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Academic support
Paramedics,32102,Healthcare,62,34500,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.55,20.16938829,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",4500,12.3,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Emergency services
Fashion designers,52122,Manufacturing,31,12300,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.25}",1800,22.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Fashion industry
